test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,29806.26,35778.18,37593.98,0.735,0.743,0.479
INCR,32154.34,33783.79,45146.73,0.575,0.775,0.431
SET,29069.77,32733.22,32102.73,0.751,0.791,0.559
PING_INLINE,27548.21,35087.72,35842.29,0.855,0.615,0.519
