test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,42016.80,0.265,0.391,0.519,3.351
SET,33726.81,0.337,0.647,0.823,21.055
GET,41928.72,0.276,0.375,0.439,2.119
INCR,37735.85,0.307,0.479,0.719,21.135
