test,quiet_default_rps_avg,quiet_default_rps_std,quiet_default_p99_ms_avg,quiet_default_p99_ms_std,quiet_scx_normal_rps_avg,quiet_scx_normal_rps_std,quiet_scx_normal_p99_ms_avg,quiet_scx_normal_p99_ms_std,noisy_default_rps_avg,noisy_default_rps_std,noisy_default_p99_ms_avg,noisy_default_p99_ms_std,noisy_cgroup_v2_rps_avg,noisy_cgroup_v2_rps_std,noisy_cgroup_v2_p99_ms_avg,noisy_cgroup_v2_p99_ms_std,noisy_scx_normal_rps_avg,noisy_scx_normal_rps_std,noisy_scx_normal_p99_ms_avg,noisy_scx_normal_p99_ms_std,noisy_scx_always_active_rps_avg,noisy_scx_always_active_rps_std,noisy_scx_always_active_p99_ms_avg,noisy_scx_always_active_p99_ms_std,noisy_scx_psi_rps_avg,noisy_scx_psi_rps_std,noisy_scx_psi_p99_ms_avg,noisy_scx_psi_p99_ms_std
GET,33222.590,0.000,0.399,0.000,31948.880,0.000,0.319,0.000,33670.040,0.000,0.431,0.000,31446.540,0.000,0.487,0.000,33222.590,0.000,0.239,0.000,34843.210,0.000,0.447,0.000,30120.480,0.000,0.495,0.000
INCR,31746.030,0.000,0.391,0.000,30674.850,0.000,0.399,0.000,31250.000,0.000,0.431,0.000,31847.130,0.000,0.479,0.000,32258.060,0.000,0.255,0.000,36363.640,0.000,0.431,0.000,33444.820,0.000,0.447,0.000
PING_INLINE,31746.030,0.000,0.383,0.000,29940.120,0.000,0.359,0.000,31948.880,0.000,0.391,0.000,32894.740,0.000,0.439,0.000,31055.900,0.000,0.407,0.000,31746.030,0.000,0.487,0.000,33783.790,0.000,0.359,0.000
SET,33557.050,0.000,0.375,0.000,33222.590,0.000,0.343,0.000,36496.350,0.000,0.375,0.000,29498.530,0.000,0.423,0.000,33222.590,0.000,0.279,0.000,34965.040,0.000,0.431,0.000,33112.590,0.000,0.431,0.000
