test,quiet_default_rps_avg,quiet_default_rps_std,quiet_default_p99_ms_avg,quiet_default_p99_ms_std,quiet_default_cpu_busy_ratio_avg,quiet_default_cpu_per_10k_requests_avg,noisy_default_rps_avg,noisy_default_rps_std,noisy_default_p99_ms_avg,noisy_default_p99_ms_std,noisy_default_cpu_busy_ratio_avg,noisy_default_cpu_per_10k_requests_avg,noisy_cgroup_v2_rps_avg,noisy_cgroup_v2_rps_std,noisy_cgroup_v2_p99_ms_avg,noisy_cgroup_v2_p99_ms_std,noisy_cgroup_v2_cpu_busy_ratio_avg,noisy_cgroup_v2_cpu_per_10k_requests_avg,noisy_scx_psi_rps_avg,noisy_scx_psi_rps_std,noisy_scx_psi_p99_ms_avg,noisy_scx_psi_p99_ms_std,noisy_scx_psi_cpu_busy_ratio_avg,noisy_scx_psi_cpu_per_10k_requests_avg
GET,36743.963,313.316,0.404,0.005,0.957,415.875,9292.700,2499.336,5.439,1.338,0.976,778.000,33291.173,3709.838,1.295,0.943,0.975,607.042,8503.623,2134.225,5.554,3.829,0.975,1923.292
INCR,36456.670,506.853,0.439,0.045,0.957,415.875,10347.587,3447.680,4.956,1.782,0.976,778.000,33289.693,2589.354,1.586,0.681,0.975,607.042,7236.677,372.557,3.511,0.350,0.975,1923.292
PING_INLINE,31962.677,3010.748,1.002,0.455,0.957,415.875,7954.913,2234.733,7.871,2.705,0.976,778.000,9048.667,2801.141,6.663,1.868,0.975,607.042,4258.257,5554.799,10.178,3.208,0.975,1923.292
SET,36612.160,497.146,0.407,0.008,0.957,415.875,9143.820,2642.201,5.298,1.467,0.976,778.000,28595.350,9434.828,1.986,0.868,0.975,607.042,4915.043,3326.381,7.906,5.110,0.975,1923.292
