test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,4916.42,2.998,3.975,5.807,1112.063
SET,17376.19,0.656,2.319,2.855,18.815
GET,17841.21,0.615,2.303,2.799,29.087
INCR,17667.85,0.635,2.303,2.895,17.887
