test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,4145.94,2.762,0.695,0.935,3000.319
SET,34305.32,0.293,0.367,0.695,15.015
GET,36101.08,0.272,0.351,0.639,0.951
INCR,35842.29,0.271,0.343,0.391,6.039
