test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16233.77,0.758,3.247,4.399,6.615
SET,18467.22,0.653,1.775,3.831,4.503
GET,31746.03,0.318,0.543,1.911,4.215
INCR,33444.82,0.298,0.367,1.279,9.599
