test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,28288.54,0.359,1.055,1.543,4.199
SET,32520.32,0.317,0.623,0.927,4.687
GET,32573.29,0.309,0.615,0.815,5.039
INCR,32051.28,0.321,0.639,0.807,5.207
