test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16339.87,0.756,1.871,2.295,13.103
SET,12391.57,1.035,2.871,3.735,16.095
GET,13531.80,0.919,2.927,3.879,11.359
INCR,13131.98,0.967,2.919,3.887,4.455
