test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,11396.01,1.180,2.551,3.127,13.047
SET,12836.97,1.006,2.887,3.783,13.567
GET,13297.87,0.956,2.895,3.807,4.415
INCR,15576.32,0.799,2.351,3.111,5.807
