test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,1981.38,4.603,6.151,10.759,3000.319
SET,6096.82,2.405,3.007,3.711,6.567
GET,6512.11,2.230,2.999,3.695,6.151
INCR,6316.32,2.312,3.007,3.823,7.943
