test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,4486.32,1.263,0.575,0.783,3000.319
SET,34270.05,0.287,0.455,0.647,2.559
GET,36153.29,0.270,0.343,0.415,2.367
INCR,36791.76,0.266,0.343,0.391,0.871
