test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,4389.82,1.309,0.655,0.799,3000.319
SET,35038.54,0.281,0.383,0.623,2.223
GET,35310.73,0.275,0.375,0.575,2.575
INCR,35014.01,0.277,0.375,0.591,1.471
