test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,32000.00,29629.63,32000.00,0.327,0.375,0.231
INCR,32000.00,29629.63,34782.61,0.311,0.463,0.287
SET,33333.33,30769.23,36363.64,0.303,0.399,0.295
PING_INLINE,30769.23,33333.33,27586.21,0.303,0.263,0.647
