test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,18656.72,0.641,2.383,4.095,6.175
SET,18467.22,0.653,1.951,3.967,6.151
GET,19138.76,0.626,2.079,3.999,6.239
INCR,18416.21,0.660,2.351,4.023,6.183
