test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32467.53,0.303,0.575,1.295,5.047
SET,32102.73,0.317,0.631,0.767,5.071
GET,32154.34,0.314,0.631,1.391,3.143
INCR,32786.88,0.306,0.591,0.847,4.391
