test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17969.45,0.653,2.431,4.047,6.151
SET,17271.16,0.723,3.583,4.079,6.439
GET,28449.50,0.374,0.751,2.039,5.999
INCR,34423.41,0.291,0.367,0.895,3.039
