test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,4456.33,1.270,0.575,0.775,3000.319
SET,35997.12,0.274,0.359,0.423,1.583
GET,36127.17,0.270,0.359,0.415,2.255
INCR,35842.29,0.271,0.351,0.407,2.535
