test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,2044.74,4.361,6.895,11.679,3000.319
SET,6475.01,2.245,2.991,3.527,4.959
GET,6379.99,2.283,2.991,3.311,7.031
INCR,6995.94,2.043,2.991,3.727,6.007
