test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,30627.87,0.324,0.863,1.447,3.599
SET,36563.07,0.270,0.359,0.415,1.223
GET,35906.64,0.272,0.367,0.439,1.839
INCR,36101.08,0.270,0.359,0.407,2.111
