test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,32000.00,32000.00,33333.33,0.495,0.247,0.303
INCR,32000.00,30769.23,34782.61,0.303,0.471,0.287
SET,30769.23,32000.00,33333.33,0.351,0.311,0.239
PING_INLINE,29629.63,33333.33,32000.00,0.423,0.271,0.295
