test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17937.22,0.622,2.319,3.671,4.135
SET,17777.78,0.605,2.359,2.927,6.127
GET,14970.06,0.819,2.351,3.943,4.415
INCR,18433.18,0.612,2.351,2.967,4.223
