test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16694.49,0.737,2.303,3.935,8.175
SET,17921.15,0.683,2.719,4.079,6.167
GET,30165.91,0.339,0.663,2.263,5.239
INCR,30627.87,0.327,0.599,1.799,4.023
