test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32310.18,0.305,0.535,0.831,18.143
SET,36231.89,0.272,0.359,0.423,1.495
GET,36496.35,0.268,0.359,0.415,1.215
INCR,35971.22,0.270,0.359,0.415,0.839
