test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17574.69,0.631,2.327,3.815,4.663
SET,18501.39,0.594,2.319,3.015,4.519
GET,18867.93,0.601,1.887,2.359,36.031
INCR,18001.80,0.608,2.335,3.767,15.231
