test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,21621.62,0.243,0.343,0.399,0.463
SET,29629.63,0.176,0.303,0.399,0.631
GET,21621.62,0.243,0.367,0.519,0.759
INCR,30769.23,0.169,0.287,0.463,0.767
