test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17286.09,0.717,3.759,4.103,7.591
SET,18674.14,0.649,2.783,4.127,8.463
GET,17809.44,0.673,2.327,4.055,6.143
INCR,20512.82,0.577,0.767,2.271,4.271
