test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16116.04,0.771,3.663,4.247,5.391
SET,18814.68,0.651,2.439,4.151,7.127
GET,34305.32,0.291,0.375,0.831,4.183
INCR,34246.57,0.298,0.399,1.319,4.335
