test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,15479.88,0.800,2.495,4.055,7.111
SET,19685.04,0.613,3.087,4.047,6.151
GET,17841.21,0.683,3.679,4.087,6.495
INCR,13927.58,0.892,2.991,4.103,6.127
