test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,36630.04,0.292,0.599,0.807,3.087
SET,38986.36,0.295,0.511,0.775,20.879
GET,50377.83,0.201,0.343,0.375,20.335
INCR,60790.27,0.154,0.311,0.359,20.591
