test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,36101.08,0.281,0.527,0.655,1.343
SET,35398.23,0.312,0.583,0.807,20.479
GET,40899.80,0.283,0.383,0.471,20.847
INCR,49382.71,0.215,0.367,0.503,20.511
