test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,32154.34,0.300,0.543,0.751,2.783
SET,35587.19,0.275,0.359,0.415,2.847
GET,35460.99,0.271,0.359,0.471,1.535
INCR,34782.61,0.271,0.375,0.535,1.359
