test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17605.63,0.656,2.287,3.423,6.103
SET,20263.42,0.581,0.767,0.831,3.967
GET,9569.38,1.466,3.639,5.831,33.439
INCR,8295.31,1.692,3.783,5.823,6.983
