test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,18604.65,0.629,1.919,3.023,4.279
SET,18518.52,0.594,2.319,2.911,4.223
GET,29112.08,0.352,0.655,2.743,5.447
INCR,35523.98,0.287,0.351,1.231,4.551
