test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,30769.23,0.315,0.583,0.743,1.671
SET,5270.09,2.764,0.687,0.943,3000.319
GET,36036.04,0.259,0.327,0.391,1.287
INCR,36036.04,0.260,0.327,0.383,0.695
