test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16949.15,0.677,2.343,3.975,6.367
SET,18365.47,0.600,2.335,2.991,6.071
GET,4519.77,3.209,2.319,3.903,3000.319
INCR,18993.35,0.559,2.303,2.823,4.895
