"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","8321.78","6.057","0.376","2.871","12.255","16.159","1120.255"
"GET","10197.15","5.554","0.352","6.655","11.023","13.263","16.863"
"INCR","12234.91","3.998","0.352","2.983","9.943","11.743","18.287"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","14807.50","2.836","0.368","2.791","5.431","7.055","9.271"
"GET","14471.78","2.719","0.368","2.631","5.391","6.823","9.863"
"INCR","15197.57","2.802","0.336","2.687","5.503","6.703","11.455"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","14903.13","2.780","0.336","2.743","5.327","6.639","8.887"
"GET","15511.89","2.599","0.216","2.287","5.367","6.943","8.799"
"INCR","31545.74","1.375","0.248","1.271","2.927","3.999","6.263"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","31479.54","1.424","0.352","1.351","2.447","3.863","7.743"
"GET","27752.08","1.391","0.216","1.175","2.991","3.887","5.351"
"INCR","32715.38","1.301","0.352","1.223","2.023","3.095","4.839"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","29296.87","1.511","0.400","1.383","2.967","3.071","6.407"
"GET","30674.85","1.339","0.344","1.191","2.959","3.111","6.535"
"INCR","30706.24","1.368","0.288","1.255","2.935","3.055","4.407"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","34883.72","1.357","0.384","1.343","2.031","2.623","3.863"
"GET","35502.96","1.257","0.360","1.231","1.871","2.535","4.103"
"INCR","30456.85","1.333","0.336","1.175","2.959","3.159","6.359"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","34642.03","1.293","0.272","1.255","1.951","3.063","5.327"
"GET","32930.84","1.223","0.264","1.111","1.871","3.447","7.359"
"INCR","34090.91","1.319","0.344","1.271","1.999","3.151","6.287"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","28116.21","1.446","0.384","1.271","3.007","3.151","5.143"
"GET","29556.65","1.344","0.224","1.143","2.959","3.911","7.623"
"INCR","34443.17","1.194","0.328","1.135","1.775","2.951","3.847"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","32051.28","1.461","0.208","1.375","2.871","3.103","5.103"
"GET","32573.29","1.342","0.304","1.255","2.303","3.039","5.759"
"INCR","33076.07","1.374","0.400","1.319","2.191","3.087","5.055"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","27223.23","1.746","0.360","1.623","3.023","4.975","8.639"
"GET","28790.79","1.753","0.336","1.671","2.983","3.911","6.231"
"INCR","29498.53","1.735","0.352","1.687","2.831","3.583","6.287"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","22744.50","1.939","0.360","1.703","3.591","4.543","6.751"
"GET","22438.29","1.859","0.392","1.511","3.583","4.383","7.415"
"INCR","20905.92","1.943","0.248","1.719","3.647","4.583","5.607"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","20283.98","2.052","0.392","1.767","3.959","4.831","7.247"
"GET","19973.37","2.113","0.352","1.935","4.127","5.239","7.631"
"INCR","19659.24","2.121","0.248","1.959","4.159","5.103","10.431"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","20618.56","2.066","0.240","1.799","4.087","4.751","6.551"
"GET","19417.48","2.019","0.264","1.623","4.031","5.039","7.983"
"INCR","19023.46","2.037","0.368","1.775","4.047","5.119","8.703"
"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"SET","18438.85","2.116","0.232","1.967","4.063","4.975","7.007"
"GET","18773.47","2.051","0.216","1.927","4.023","4.999","8.367"
"INCR","24813.90","1.701","0.248","1.463","3.247","4.311","10.239"
