test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,36062.03,40160.64,36764.71,0.559,0.527,0.503
INCR,35790.98,44943.82,36697.25,0.527,0.519,0.599
SET,36205.65,39968.02,39556.96,0.567,0.583,0.503
PING_INLINE,37341.30,46750.82,39323.63,0.551,0.455,0.471
