test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,30769.23,29629.63,33333.33,0.327,0.295,0.279
INCR,29629.63,34782.61,33333.33,0.415,0.455,0.335
SET,30769.23,34782.61,33333.33,0.375,0.407,0.343
PING_INLINE,28571.43,29629.63,33333.33,0.343,0.279,0.367
