test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,29629.63,0.156,0.239,0.279,0.335
SET,34782.61,0.144,0.263,0.407,0.743
GET,29629.63,0.158,0.255,0.295,0.367
INCR,34782.61,0.147,0.223,0.455,0.703
