test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,34423.41,0.277,0.479,0.719,1.263
SET,37878.79,0.294,0.415,0.671,20.831
GET,39603.96,0.295,0.423,0.591,20.543
INCR,41841.00,0.277,0.375,0.487,0.791
