test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,35650.62,0.259,0.383,0.535,3.471
SET,33112.59,0.282,0.439,0.631,1.383
GET,36101.08,0.283,0.519,0.655,1.071
INCR,32154.34,0.293,0.527,0.647,1.447
