test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,38095.24,0.276,0.471,0.695,1.079
SET,38240.92,0.290,0.399,0.703,20.831
GET,40650.41,0.297,0.399,0.495,20.511
INCR,60422.96,0.167,0.311,0.367,20.479
