test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,39138.95,0.279,0.439,0.663,1.279
SET,37037.04,0.300,0.511,0.967,20.767
GET,40733.20,0.284,0.455,0.687,0.967
INCR,43196.54,0.268,0.359,0.415,0.703
