test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,34221.232,29368.580,38387.710,3929.990,37444.248,32000.000,44742.730,4833.311,35691.450,30211.480,37950.660,3107.588,0.559,0.479,0.671,0.082,0.570,0.447,0.727,0.110,0.530,0.495,0.575,0.031
INCR,33055.844,28776.980,35211.270,2737.929,36436.094,33388.980,40000.000,2942.783,37901.248,33670.040,40000.000,2724.617,0.575,0.487,0.687,0.093,0.577,0.447,0.743,0.113,0.516,0.447,0.607,0.062
PING_INLINE,32029.248,30864.200,34013.610,1271.825,41069.070,31695.720,46728.970,5889.701,35441.160,33277.870,38095.240,1897.923,0.586,0.535,0.679,0.054,0.527,0.439,0.575,0.052,0.481,0.439,0.519,0.034
SET,33928.840,30959.750,39370.080,3288.433,35892.126,32467.530,39138.950,2608.145,36992.820,33388.980,39525.690,2565.519,0.575,0.487,0.655,0.077,0.537,0.447,0.727,0.110,0.503,0.439,0.567,0.060
