test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,34782.610,34782.610,34782.610,0.000,25806.450,25806.450,25806.450,0.000,30769.230,30769.230,30769.230,0.000,0.399,0.399,0.399,0.000,0.463,0.463,0.463,0.000,0.255,0.255,0.255,0.000
INCR,30769.230,30769.230,30769.230,0.000,25000.000,25000.000,25000.000,0.000,32000.000,32000.000,32000.000,0.000,0.359,0.359,0.359,0.000,0.607,0.607,0.607,0.000,0.367,0.367,0.367,0.000
PING_INLINE,26666.670,26666.670,26666.670,0.000,33333.330,33333.330,33333.330,0.000,33333.330,33333.330,33333.330,0.000,0.487,0.487,0.487,0.000,0.279,0.279,0.279,0.000,0.271,0.271,0.271,0.000
SET,29629.630,29629.630,29629.630,0.000,34782.610,34782.610,34782.610,0.000,36363.640,36363.640,36363.640,0.000,0.487,0.487,0.487,0.000,0.335,0.335,0.335,0.000,0.271,0.271,0.271,0.000
