test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,1052.47,3.785,5.687,8.359,3000.319
SET,7766.99,1.802,3.095,5.887,12.031
GET,7222.82,1.981,3.007,3.775,13.175
INCR,7590.13,1.853,2.999,3.639,14.111
