test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,13377.93,0.939,2.671,3.879,4.423
SET,18587.36,0.570,2.335,2.927,4.375
GET,18231.54,0.600,2.327,3.703,4.167
INCR,19157.09,0.540,2.319,2.895,4.079
