test,baseline_rps_avg,baseline_rps_min,baseline_rps_max,baseline_rps_std,default_noisy_rps_avg,default_noisy_rps_min,default_noisy_rps_max,default_noisy_rps_std,active_noisy_rps_avg,active_noisy_rps_min,active_noisy_rps_max,active_noisy_rps_std,baseline_p99_ms_avg,baseline_p99_ms_min,baseline_p99_ms_max,baseline_p99_ms_std,default_noisy_p99_ms_avg,default_noisy_p99_ms_min,default_noisy_p99_ms_max,default_noisy_p99_ms_std,active_noisy_p99_ms_avg,active_noisy_p99_ms_min,active_noisy_p99_ms_max,active_noisy_p99_ms_std
GET,31972.453,30769.230,32733.220,1054.106,49535.327,38022.810,70422.530,18120.404,36871.393,31152.650,40322.580,4987.812,0.607,0.535,0.663,0.065,0.484,0.215,0.711,0.251,0.479,0.423,0.591,0.097
INCR,36895.680,34482.760,39840.640,2718.275,41081.543,39292.730,43383.950,2093.407,34715.570,31695.720,38610.040,3539.163,0.524,0.423,0.631,0.104,0.564,0.447,0.775,0.183,0.524,0.431,0.623,0.096
PING_INLINE,32651.217,30303.030,35650.620,2732.625,41961.877,38986.360,46082.950,3684.375,35367.447,34542.320,36036.040,759.063,0.618,0.503,0.775,0.141,0.484,0.383,0.535,0.088,0.535,0.487,0.575,0.045
SET,34687.447,33388.980,35523.980,1139.997,38881.703,35650.620,42826.550,3640.822,35702.130,32000.000,38610.040,3375.833,0.538,0.503,0.575,0.036,0.551,0.415,0.679,0.132,0.508,0.455,0.599,0.079
