test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,29629.63,32000.00,38095.24,0.311,0.295,0.231
INCR,29629.63,30769.23,29629.63,0.359,0.359,0.271
SET,27586.21,36363.64,32000.00,0.423,0.319,0.303
PING_INLINE,26666.67,29629.63,30769.23,0.439,0.255,0.263
