test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,31545.74,0.321,0.663,1.119,4.519
SET,32051.28,0.319,0.615,1.135,5.135
GET,30911.90,0.329,0.671,0.831,4.415
INCR,32626.43,0.302,0.511,1.215,4.239
