test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16806.72,0.718,2.303,3.959,6.527
SET,17889.09,0.676,3.647,4.063,6.095
GET,33557.05,0.299,0.383,1.415,4.087
INCR,29717.68,0.360,0.735,1.887,6.767
