test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16000.00,0.725,2.543,3.919,4.287
SET,17937.22,0.640,2.287,2.735,5.199
GET,19249.28,0.551,2.335,2.903,4.143
INCR,16820.86,0.662,2.359,3.807,4.255
