test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,34246.57,0.136,0.231,0.311,0.519
SET,48780.49,0.114,0.199,0.263,0.391
GET,37593.98,0.141,0.255,0.303,0.511
INCR,38610.04,0.139,0.303,0.439,0.663
