test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,31486.14,48100.05,35063.11,0.663,0.479,0.559
INCR,32061.56,43763.68,38624.95,0.575,0.519,0.559
SET,31279.32,45289.86,32905.56,0.591,0.455,0.559
PING_INLINE,32829.94,41806.02,34376.07,0.615,0.455,0.527
