test,baseline_rps,default_noisy_rps,active_noisy_rps,baseline_p99_ms,default_noisy_p99_ms,active_noisy_p99_ms
GET,29629.63,42105.27,34782.61,0.327,0.343,0.255
INCR,32000.00,26666.67,33333.33,0.351,0.767,0.223
SET,36363.64,30769.23,28571.43,0.303,0.407,0.247
PING_INLINE,44444.45,30769.23,26666.67,0.279,0.287,0.319
