test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,15612.80,0.802,3.063,4.119,7.079
SET,18484.29,0.664,2.879,4.183,6.439
GET,19230.77,0.620,1.791,3.799,6.191
INCR,17361.11,0.706,3.543,4.087,6.431
