test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,30257.19,0.337,0.679,1.079,4.543
SET,30075.19,0.350,0.703,1.239,4.391
GET,32000.00,0.320,0.647,1.199,4.207
INCR,30487.80,0.344,0.687,1.239,4.487
