test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,16433.85,0.752,2.879,4.159,7.047
SET,18331.81,0.664,3.319,4.055,6.183
GET,34188.04,0.290,0.359,0.807,4.023
INCR,32206.12,0.319,0.383,1.895,4.087
