test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,30165.91,0.337,0.687,1.295,4.327
SET,32626.43,0.315,0.623,0.815,3.487
GET,31446.54,0.326,0.671,1.263,4.087
INCR,30911.90,0.333,0.679,1.295,4.351
