test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17793.60,0.693,3.647,4.095,6.151
SET,17809.44,0.691,1.951,3.863,6.119
GET,18382.35,0.667,3.687,4.047,6.183
INCR,19249.28,0.631,2.343,4.071,6.207
