test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,17825.31,0.681,1.975,3.935,6.183
SET,17123.29,0.728,3.743,5.783,8.135
GET,15885.62,0.797,3.719,4.111,6.415
INCR,19646.37,0.611,2.319,4.015,6.463
