test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,29112.08,0.354,0.735,1.359,4.295
SET,32362.46,0.320,0.639,0.791,4.191
GET,32679.74,0.310,0.631,1.023,3.863
INCR,32258.06,0.318,0.639,1.159,4.407
