test,rps,avg_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms
PING_INLINE,18018.02,0.670,2.159,3.943,6.135
SET,16233.77,0.780,2.319,3.991,6.527
GET,16977.93,0.730,2.967,4.111,6.215
INCR,17714.79,0.694,3.751,4.199,6.375
